2025-12-16T06:43:04.000000000Z [inf]  Starting Container
2025-12-16T06:49:01.044298956Z [inf]  [Engine]   └─ TP: $2958.50 (Infinity%)
2025-12-16T06:49:01.044301347Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:01.044307279Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:01.044312422Z [err]  [Engine] Invalid PnL calculation: currentPrice=2940.85, entryPrice=0
2025-12-16T06:49:01.044318398Z [inf]  [Engine] Position opened: LONG LINKUSDT @ $0.00
2025-12-16T06:49:01.044324887Z [inf]  [Engine]   └─ SL: $12.75 (Infinity%)
2025-12-16T06:49:01.044329840Z [inf]  [Engine]   └─ TP: $12.88 (Infinity%)
2025-12-16T06:49:01.044336580Z [inf]  [GPT-Screen] SUIUSDT full response: {
2025-12-16T06:49:01.044341751Z [inf]    "index": 0,
2025-12-16T06:49:01.044346336Z [inf]    "message": {
2025-12-16T06:49:01.044351388Z [inf]      "role": "assistant",
2025-12-16T06:49:01.044357168Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 30}",
2025-12-16T06:49:01.044362304Z [inf]      "refusal": null,
2025-12-16T06:49:01.044367584Z [inf]      "annotations": []
2025-12-16T06:49:01.044372850Z [inf]    },
2025-12-16T06:49:01.044378274Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:01.044383093Z [inf]  }
2025-12-16T06:49:01.044387961Z [inf]  [GPT-Screen] SUIUSDT: score=30, direction=NONE, hasOpp=false
2025-12-16T06:49:01.941856235Z [inf]  [Engine] XRPUSDT: BUY (62%)
2025-12-16T06:49:01.941866934Z [inf]  [Engine]   └─ Confirmo BUY pero con entrada en pullback (no market) porque el precio está sobre la banda superior ...
2025-12-16T06:49:01.941872950Z [inf]  [Engine]   └─ Size: 3% | Leverage: 4x
2025-12-16T06:49:01.941880146Z [inf]  [Engine]   └─ SL: $1.87 | TP: $1.89
2025-12-16T06:49:03.838363898Z [err]  [Engine] Failed to open position: Request failed with status code 400
2025-12-16T06:49:06.711756392Z [inf]    "message": {
2025-12-16T06:49:06.711756945Z [inf]  [GPT-Screen] OPUSDT: score=65, direction=BUY, hasOpp=true
2025-12-16T06:49:06.711768651Z [inf]      "role": "assistant",
2025-12-16T06:49:06.711769108Z [inf]  [Engine] OPUSDT: Opportunity detected! (score: 65, direction: BUY)
2025-12-16T06:49:06.711775914Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 65}",
2025-12-16T06:49:06.711778444Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:06.711782318Z [inf]      "refusal": null,
2025-12-16T06:49:06.711788042Z [inf]      "annotations": []
2025-12-16T06:49:06.711788266Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:06.711794473Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:06.711795859Z [inf]    },
2025-12-16T06:49:06.711802252Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:06.711808028Z [inf]  }
2025-12-16T06:49:06.711883523Z [inf]  [GPT-Screen] OPUSDT full response: {
2025-12-16T06:49:06.711888328Z [inf]    "index": 0,
2025-12-16T06:49:08.764238378Z [inf]      "annotations": []
2025-12-16T06:49:08.764240507Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:08.764248685Z [inf]    },
2025-12-16T06:49:08.764255718Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:08.764263542Z [inf]  }
2025-12-16T06:49:08.764271547Z [inf]  [GPT-Screen] XRPUSDT: score=72, direction=BUY, hasOpp=true
2025-12-16T06:49:08.764274013Z [inf]  [Engine] XRPUSDT: Opportunity detected! (score: 72, direction: BUY)
2025-12-16T06:49:08.764275536Z [inf]  [GPT-Screen] XRPUSDT full response: {
2025-12-16T06:49:08.764283784Z [inf]    "index": 0,
2025-12-16T06:49:08.764286329Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:08.764294601Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:08.764301308Z [inf]    "message": {
2025-12-16T06:49:08.764301844Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:08.764309032Z [inf]      "role": "assistant",
2025-12-16T06:49:08.764317173Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 72}",
2025-12-16T06:49:08.764323726Z [inf]      "refusal": null,
2025-12-16T06:49:09.852719435Z [inf]  }
2025-12-16T06:49:09.852732128Z [inf]  [GPT-Screen] ARBUSDT: score=65, direction=BUY, hasOpp=true
2025-12-16T06:49:09.852737940Z [inf]  [Engine] ARBUSDT: Opportunity detected! (score: 65, direction: BUY)
2025-12-16T06:49:09.852743433Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:09.852748096Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:09.852753701Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:09.852758391Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:09.852779519Z [inf]  [GPT-Screen] ARBUSDT full response: {
2025-12-16T06:49:09.852785129Z [inf]    "index": 0,
2025-12-16T06:49:09.852791354Z [inf]    "message": {
2025-12-16T06:49:09.852803974Z [inf]      "role": "assistant",
2025-12-16T06:49:09.852809972Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 65}",
2025-12-16T06:49:09.852815988Z [inf]      "refusal": null,
2025-12-16T06:49:09.852821248Z [inf]      "annotations": []
2025-12-16T06:49:09.852827280Z [inf]    },
2025-12-16T06:49:09.852834262Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:10.032734338Z [inf]  [GPT-Screen] OPUSDT full response: {
2025-12-16T06:49:10.032740044Z [inf]    "index": 0,
2025-12-16T06:49:10.032747464Z [inf]    "message": {
2025-12-16T06:49:10.032752407Z [inf]      "role": "assistant",
2025-12-16T06:49:10.032757826Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 60}",
2025-12-16T06:49:10.032762438Z [inf]      "refusal": null,
2025-12-16T06:49:10.032771245Z [inf]      "annotations": []
2025-12-16T06:49:10.032775903Z [inf]    },
2025-12-16T06:49:10.032780703Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:10.032786994Z [inf]  }
2025-12-16T06:49:10.032791147Z [inf]  [GPT-Screen] OPUSDT: score=60, direction=BUY, hasOpp=true
2025-12-16T06:49:10.032795955Z [inf]  [Engine] OPUSDT: Opportunity detected! (score: 60, direction: BUY)
2025-12-16T06:49:10.032800400Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:10.032804547Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:10.032808479Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:10.032812818Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:10.702566141Z [inf]  [Engine] BTCUSDT: SELL (56%)
2025-12-16T06:49:10.702571204Z [inf]  [Engine]   └─ Confirmo el SELL pero con tamaño moderado porque hay conflicto entre tendencia/EMAs (alcista) y micr...
2025-12-16T06:49:10.702576894Z [inf]  [Engine]   └─ Size: 3% | Leverage: 4x
2025-12-16T06:49:10.702582023Z [inf]  [Engine]   └─ SL: $86650.00 | TP: $86120.00
2025-12-16T06:49:10.702586930Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-16T06:49:10.702592260Z [inf]    "index": 0,
2025-12-16T06:49:10.702597487Z [inf]    "message": {
2025-12-16T06:49:10.702602282Z [inf]      "role": "assistant",
2025-12-16T06:49:10.702607019Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 55}",
2025-12-16T06:49:10.702611913Z [inf]      "refusal": null,
2025-12-16T06:49:10.702619167Z [inf]      "annotations": []
2025-12-16T06:49:10.702624487Z [inf]    },
2025-12-16T06:49:10.702629471Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:10.702634460Z [inf]  }
2025-12-16T06:49:10.702639705Z [inf]  [GPT-Screen] BNBUSDT: score=55, direction=BUY, hasOpp=true
2025-12-16T06:49:10.702644510Z [inf]  [Engine] BNBUSDT: Opportunity detected! (score: 55, direction: BUY)
2025-12-16T06:49:10.702648957Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:10.702653695Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:10.702659480Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:10.702664037Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:11.703780308Z [err]  [Engine] Failed to open position: Request failed with status code 400
2025-12-16T06:49:13.899473653Z [inf]  [GPT-Screen] AVAXUSDT full response: {
2025-12-16T06:49:13.899477450Z [inf]    "index": 0,
2025-12-16T06:49:13.899482757Z [inf]    "message": {
2025-12-16T06:49:13.899487032Z [inf]      "role": "assistant",
2025-12-16T06:49:13.899492257Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 40}",
2025-12-16T06:49:13.899496063Z [inf]      "refusal": null,
2025-12-16T06:49:13.899500915Z [inf]      "annotations": []
2025-12-16T06:49:13.899505183Z [inf]    },
2025-12-16T06:49:13.899509725Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:13.899513457Z [inf]  }
2025-12-16T06:49:13.899525837Z [inf]  [GPT-Screen] AVAXUSDT: score=40, direction=NONE, hasOpp=false
2025-12-16T06:49:13.899529798Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 40) - skipping full analysis
2025-12-16T06:49:16.245142080Z [inf]  [GPT-Screen] LINKUSDT full response: {
2025-12-16T06:49:16.245148823Z [inf]    "index": 0,
2025-12-16T06:49:16.245153974Z [inf]    "message": {
2025-12-16T06:49:16.245158687Z [inf]      "role": "assistant",
2025-12-16T06:49:16.245163400Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 40}",
2025-12-16T06:49:16.245168170Z [inf]      "refusal": null,
2025-12-16T06:49:16.245172576Z [inf]      "annotations": []
2025-12-16T06:49:16.245177497Z [inf]    },
2025-12-16T06:49:16.245181978Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:16.245189119Z [inf]  }
2025-12-16T06:49:16.245193696Z [inf]  [GPT-Screen] LINKUSDT: score=40, direction=NONE, hasOpp=false
2025-12-16T06:49:16.245197717Z [inf]  [Engine] LINKUSDT: No opportunity (score: 40) - skipping full analysis
2025-12-16T06:49:19.176944794Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:19.176979536Z [inf]  [GPT-Screen] BTCUSDT full response: {
2025-12-16T06:49:19.176994209Z [inf]    "index": 0,
2025-12-16T06:49:19.177002655Z [inf]    "message": {
2025-12-16T06:49:19.177010236Z [inf]      "role": "assistant",
2025-12-16T06:49:19.177029927Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 82}",
2025-12-16T06:49:19.177038406Z [inf]      "refusal": null,
2025-12-16T06:49:19.177045571Z [inf]      "annotations": []
2025-12-16T06:49:19.177052970Z [inf]    },
2025-12-16T06:49:19.177060581Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:19.177069352Z [inf]  }
2025-12-16T06:49:19.177077230Z [inf]  [GPT-Screen] BTCUSDT: score=82, direction=BUY, hasOpp=true
2025-12-16T06:49:19.177084778Z [inf]  [Engine] BTCUSDT: Opportunity detected! (score: 82, direction: BUY)
2025-12-16T06:49:19.177091842Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:19.177099445Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:19.177106237Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:20.946410351Z [inf]  [Engine] OPUSDT: HOLD (57%)
2025-12-16T06:49:20.946417594Z [inf]  [Engine] ⚠️ OPUSDT: GPT-5.2 said HOLD but screening detected BUY (score: 65)
2025-12-16T06:49:20.946423197Z [inf]  [Engine]   └─ Reason for rejection: Rechazo el BUY del screening por conflicto técnico + fricción de ejecución.
2025-12-16T06:49:20.946432480Z [inf]  
2025-12-16T06:49:20.946439476Z [inf]  1) Tendencia: aunque el régimen marca rango, la estructura de medias es b...
2025-12-16T06:49:20.946446339Z [inf]  [Engine]   └─ Rechazo el BUY del screening por conflicto técnico + fricción de ejecución.
2025-12-16T06:49:20.946453675Z [inf]  
2025-12-16T06:49:20.946459483Z [inf]  1) Tendencia: aunque el...
2025-12-16T06:49:22.949326923Z [inf]  [Engine] XRPUSDT: BUY (68%)
2025-12-16T06:49:22.949335436Z [inf]  [Engine]   └─ Confirmo el BUY, pero como scalp en zona de aceptación (POC) con SL claro. 1) Tendencia/estructura: ...
2025-12-16T06:49:22.949343432Z [inf]  [Engine]   └─ Size: 3% | Leverage: 5x
2025-12-16T06:49:22.949350538Z [inf]  [Engine]   └─ SL: $1.88 | TP: $1.90
2025-12-16T06:49:22.949357262Z [inf]  [Engine] OPUSDT: HOLD (58%)
2025-12-16T06:49:22.949364086Z [inf]  [Engine] ⚠️ OPUSDT: GPT-5.2 said HOLD but screening detected BUY (score: 60)
2025-12-16T06:49:22.949371023Z [inf]  [Engine]   └─ Reason for rejection: Rechazo la señal de BUY por 2 motivos operativos/técnicos clave para scalping: (1) Spread 0.0348% (>0.03%) = coste de entrada/salida alto y peor ejecu...
2025-12-16T06:49:22.949377881Z [inf]  [Engine]   └─ Rechazo la señal de BUY por 2 motivos operativos/técnicos clave para scalping: (1) Spread 0.0348% (>...
2025-12-16T06:49:24.223720135Z [inf]  [Engine] Opening BUY XRPUSDT:
2025-12-16T06:49:24.223726873Z [inf]  [Engine]   └─ Quantity: 193.6 @ ~$1.89
2025-12-16T06:49:24.223731296Z [inf]  [Engine]   └─ Leverage: 5x
2025-12-16T06:49:24.223735784Z [inf]  [Engine]   └─ Capital used: $73.20 (3%)
2025-12-16T06:49:24.223740519Z [inf]  [Engine]   └─ Position value: $366.02
2025-12-16T06:49:25.112177310Z [inf]  [Engine] BNBUSDT: BUY (56%)
2025-12-16T06:49:25.112182669Z [inf]  [Engine]   └─ Confirmo BUY pero NO a mercado: el régimen es rango (ADX 20.1) y el precio está muy cerca de la band...
2025-12-16T06:49:25.112187891Z [inf]  [Engine]   └─ Size: 3% | Leverage: 4x
2025-12-16T06:49:25.112193351Z [inf]  [Engine]   └─ SL: $854.80 | TP: $861.90
2025-12-16T06:49:25.112199153Z [inf]  [Engine] ARBUSDT: HOLD (58%)
2025-12-16T06:49:25.112204603Z [inf]  [Engine] ⚠️ ARBUSDT: GPT-5.2 said HOLD but screening detected BUY (score: 65)
2025-12-16T06:49:25.112211948Z [inf]  [Engine]   └─ Reason for rejection: Aunque el screening marcó BUY, NO confirmo entrada ahora por un motivo crítico de microestructura: el spread es 0.0515%, por encima del umbral de 0.03...
2025-12-16T06:49:25.112217196Z [inf]  [Engine]   └─ Aunque el screening marcó BUY, NO confirmo entrada ahora por un motivo crítico de microestructura: e...
2025-12-16T06:49:25.112222948Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:25.112229643Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:25.112236910Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:25.112242799Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:25.164221736Z [inf]  [Engine] Position opened: LONG XRPUSDT @ $0.00
2025-12-16T06:49:25.164227034Z [inf]  [Engine]   └─ SL: $1.88 (Infinity%)
2025-12-16T06:49:25.164235491Z [inf]  [Engine]   └─ TP: $1.90 (Infinity%)
2025-12-16T06:49:26.083887853Z [err]  [Engine] Failed to open position: Request failed with status code 400
2025-12-16T06:49:27.141112370Z [inf]  [GPT-Screen] DOGEUSDT full response: {
2025-12-16T06:49:27.141119252Z [inf]    "index": 0,
2025-12-16T06:49:27.141125937Z [inf]    "message": {
2025-12-16T06:49:27.141132883Z [inf]      "role": "assistant",
2025-12-16T06:49:27.141139528Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 28}",
2025-12-16T06:49:27.141145428Z [inf]      "refusal": null,
2025-12-16T06:49:27.141151478Z [inf]      "annotations": []
2025-12-16T06:49:27.141156568Z [inf]    },
2025-12-16T06:49:27.141160897Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:27.141166773Z [inf]  }
2025-12-16T06:49:27.141171002Z [inf]  [GPT-Screen] DOGEUSDT: score=28, direction=NONE, hasOpp=false
2025-12-16T06:49:27.141176000Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 28) - skipping full analysis
2025-12-16T06:49:27.176577784Z [inf]  [GPT-Screen] AVAXUSDT full response: {
2025-12-16T06:49:27.176590430Z [inf]    "index": 0,
2025-12-16T06:49:27.176598214Z [inf]    "message": {
2025-12-16T06:49:27.176615766Z [inf]      "role": "assistant",
2025-12-16T06:49:27.176622248Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 30}",
2025-12-16T06:49:27.176629417Z [inf]      "refusal": null,
2025-12-16T06:49:27.176635491Z [inf]      "annotations": []
2025-12-16T06:49:27.176641106Z [inf]    },
2025-12-16T06:49:27.176646853Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:27.176653315Z [inf]  }
2025-12-16T06:49:27.176659464Z [inf]  [GPT-Screen] AVAXUSDT: score=30, direction=NONE, hasOpp=false
2025-12-16T06:49:27.176665232Z [inf]  [Engine] AVAXUSDT: No opportunity (score: 30) - skipping full analysis
2025-12-16T06:49:28.125690129Z [inf]  [Engine] INJUSDT: No opportunity (score: 28) - skipping full analysis
2025-12-16T06:49:28.125761372Z [inf]      "role": "assistant",
2025-12-16T06:49:28.125770770Z [inf]  [GPT-Screen] INJUSDT full response: {
2025-12-16T06:49:28.125777726Z [inf]    "index": 0,
2025-12-16T06:49:28.125783764Z [inf]    "message": {
2025-12-16T06:49:28.125801829Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 28}",
2025-12-16T06:49:28.125828599Z [inf]      "refusal": null,
2025-12-16T06:49:28.125836650Z [inf]      "annotations": []
2025-12-16T06:49:28.125844318Z [inf]    },
2025-12-16T06:49:28.125852818Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:28.125860076Z [inf]  }
2025-12-16T06:49:28.125866607Z [inf]  [GPT-Screen] INJUSDT: score=28, direction=NONE, hasOpp=false
2025-12-16T06:49:29.218370084Z [inf]      "annotations": []
2025-12-16T06:49:29.218380058Z [inf]    },
2025-12-16T06:49:29.218386334Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:29.218392115Z [inf]  }
2025-12-16T06:49:29.218398514Z [inf]  [GPT-Screen] INJUSDT: score=20, direction=NONE, hasOpp=false
2025-12-16T06:49:29.218421397Z [inf]  [Engine] INJUSDT: No opportunity (score: 20) - skipping full analysis
2025-12-16T06:49:29.218424292Z [inf]  [GPT-Screen] INJUSDT full response: {
2025-12-16T06:49:29.218433219Z [inf]    "index": 0,
2025-12-16T06:49:29.218449401Z [inf]    "message": {
2025-12-16T06:49:29.218459063Z [inf]      "role": "assistant",
2025-12-16T06:49:29.218470602Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 20}",
2025-12-16T06:49:29.218500503Z [inf]      "refusal": null,
2025-12-16T06:49:29.285300571Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-16T06:49:29.285311996Z [inf]    "index": 0,
2025-12-16T06:49:29.285319806Z [inf]    "message": {
2025-12-16T06:49:29.285326313Z [inf]      "role": "assistant",
2025-12-16T06:49:29.285331679Z [inf]      "content": "",
2025-12-16T06:49:29.285337626Z [inf]      "refusal": null,
2025-12-16T06:49:29.285343302Z [inf]      "annotations": []
2025-12-16T06:49:29.285350473Z [inf]    },
2025-12-16T06:49:29.285360410Z [inf]    "finish_reason": "length"
2025-12-16T06:49:29.285372061Z [inf]  }
2025-12-16T06:49:29.285378505Z [inf]  [GPT-Screen] ETHUSDT: Empty content, checking refusal: null
2025-12-16T06:49:29.285384883Z [inf]  [Engine] ETHUSDT: No opportunity (score: 0) - skipping full analysis
2025-12-16T06:49:33.200763236Z [inf]      "refusal": null,
2025-12-16T06:49:33.200768659Z [inf]  [GPT-Screen] SOLUSDT full response: {
2025-12-16T06:49:33.200782269Z [inf]  }
2025-12-16T06:49:33.200783412Z [inf]    "index": 0,
2025-12-16T06:49:33.200783773Z [inf]      "annotations": []
2025-12-16T06:49:33.200796934Z [inf]    "message": {
2025-12-16T06:49:33.200802237Z [inf]    },
2025-12-16T06:49:33.200802723Z [inf]  [GPT-Screen] SOLUSDT: score=35, direction=NONE, hasOpp=false
2025-12-16T06:49:33.200807472Z [inf]      "role": "assistant",
2025-12-16T06:49:33.200815615Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:33.200817042Z [inf]  [Engine] SOLUSDT: No opportunity (score: 35) - skipping full analysis
2025-12-16T06:49:33.200818742Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 35}",
2025-12-16T06:49:33.200825125Z [inf]  [Engine] BTCUSDT: BUY (74%)
2025-12-16T06:49:33.200857887Z [inf]  [Engine]   └─ Confirmo la señal BUY. 1) Tendencia: precio por encima de EMA9/EMA21/SMA50 con alineación alcista pe...
2025-12-16T06:49:33.200868411Z [inf]  [Engine]   └─ Size: 3% | Leverage: 4x
2025-12-16T06:49:33.200874645Z [inf]  [Engine]   └─ SL: $86020.00 | TP: $86800.00
2025-12-16T06:49:34.189631846Z [inf]  }
2025-12-16T06:49:34.189645878Z [inf]  [GPT-Screen] LINKUSDT: score=45, direction=NONE, hasOpp=false
2025-12-16T06:49:34.189654101Z [inf]  [Engine] LINKUSDT: No opportunity (score: 45) - skipping full analysis
2025-12-16T06:49:34.189856054Z [inf]  [GPT-Screen] LINKUSDT full response: {
2025-12-16T06:49:34.189863633Z [inf]    "index": 0,
2025-12-16T06:49:34.189868087Z [inf]    "message": {
2025-12-16T06:49:34.189873947Z [inf]      "role": "assistant",
2025-12-16T06:49:34.189881882Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 45}",
2025-12-16T06:49:34.189887955Z [inf]      "refusal": null,
2025-12-16T06:49:34.189894441Z [inf]      "annotations": []
2025-12-16T06:49:34.189900784Z [inf]    },
2025-12-16T06:49:34.189906950Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:34.284367598Z [err]  [Engine] Failed to open position: Request failed with status code 400
2025-12-16T06:49:34.497608512Z [inf]  [GPT-Screen] DOGEUSDT full response: {
2025-12-16T06:49:34.497621999Z [inf]    "index": 0,
2025-12-16T06:49:34.497628932Z [inf]    "message": {
2025-12-16T06:49:34.497635844Z [inf]      "role": "assistant",
2025-12-16T06:49:34.497643116Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 35}",
2025-12-16T06:49:34.497649409Z [inf]      "refusal": null,
2025-12-16T06:49:34.497655826Z [inf]      "annotations": []
2025-12-16T06:49:34.497661077Z [inf]    },
2025-12-16T06:49:34.497665535Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:34.497669878Z [inf]  }
2025-12-16T06:49:34.497674016Z [inf]  [GPT-Screen] DOGEUSDT: score=35, direction=NONE, hasOpp=false
2025-12-16T06:49:34.497677899Z [inf]  [Engine] DOGEUSDT: No opportunity (score: 35) - skipping full analysis
2025-12-16T06:49:38.206980108Z [inf]  [GPT-Screen] OPUSDT full response: {
2025-12-16T06:49:38.206987759Z [inf]    "index": 0,
2025-12-16T06:49:38.206995119Z [inf]    "message": {
2025-12-16T06:49:38.207001016Z [inf]      "role": "assistant",
2025-12-16T06:49:38.207006914Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"BUY\", \"score\": 62}",
2025-12-16T06:49:38.207013522Z [inf]      "refusal": null,
2025-12-16T06:49:38.207020455Z [inf]      "annotations": []
2025-12-16T06:49:38.207027789Z [inf]    },
2025-12-16T06:49:38.207033222Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:38.207039456Z [inf]  }
2025-12-16T06:49:38.207045216Z [inf]  [GPT-Screen] OPUSDT: score=62, direction=BUY, hasOpp=true
2025-12-16T06:49:38.207051141Z [inf]  [Engine] OPUSDT: Opportunity detected! (score: 62, direction: BUY)
2025-12-16T06:49:38.207057246Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:38.207065071Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:38.207070647Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:38.207075427Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:39.337106666Z [inf]  [GPT-Screen] SUIUSDT full response: {
2025-12-16T06:49:39.337112431Z [inf]    "index": 0,
2025-12-16T06:49:39.337116370Z [inf]    "message": {
2025-12-16T06:49:39.337120279Z [inf]      "role": "assistant",
2025-12-16T06:49:39.337124324Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"SELL\", \"score\": 40}",
2025-12-16T06:49:39.337129323Z [inf]      "refusal": null,
2025-12-16T06:49:39.337133151Z [inf]      "annotations": []
2025-12-16T06:49:39.337138959Z [inf]    },
2025-12-16T06:49:39.337142968Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:39.337146700Z [inf]  }
2025-12-16T06:49:39.337150796Z [inf]  [GPT-Screen] SUIUSDT: score=40, direction=SELL, hasOpp=false
2025-12-16T06:49:39.337154478Z [inf]  [Engine] SUIUSDT: No opportunity (score: 40) - skipping full analysis
2025-12-16T06:49:42.331008604Z [inf]  [GPT-Screen] SUIUSDT full response: {
2025-12-16T06:49:42.331015074Z [inf]    "index": 0,
2025-12-16T06:49:42.331022401Z [inf]    "message": {
2025-12-16T06:49:42.331030592Z [inf]      "role": "assistant",
2025-12-16T06:49:42.331040032Z [inf]      "content": "{\"hasOpportunity\": false, \"direction\": \"NONE\", \"score\": 30}",
2025-12-16T06:49:42.331047143Z [inf]      "refusal": null,
2025-12-16T06:49:42.331053758Z [inf]      "annotations": []
2025-12-16T06:49:42.331060971Z [inf]    },
2025-12-16T06:49:42.331067745Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:42.331073616Z [inf]  }
2025-12-16T06:49:42.331082452Z [inf]  [GPT-Screen] SUIUSDT: score=30, direction=NONE, hasOpp=false
2025-12-16T06:49:42.331087717Z [inf]  [Engine] SUIUSDT: No opportunity (score: 30) - skipping full analysis
2025-12-16T06:49:42.499769767Z [inf]  [GPT-Screen] BNBUSDT full response: {
2025-12-16T06:49:42.499776333Z [inf]    "index": 0,
2025-12-16T06:49:42.499781197Z [inf]    "message": {
2025-12-16T06:49:42.499785890Z [inf]      "role": "assistant",
2025-12-16T06:49:42.499789919Z [inf]      "content": "{\"hasOpportunity\": true, \"direction\": \"SELL\", \"score\": 60}",
2025-12-16T06:49:42.499794174Z [inf]      "refusal": null,
2025-12-16T06:49:42.499799881Z [inf]      "annotations": []
2025-12-16T06:49:42.499804633Z [inf]    },
2025-12-16T06:49:42.499808641Z [inf]    "finish_reason": "stop"
2025-12-16T06:49:42.499813046Z [inf]  }
2025-12-16T06:49:42.499817102Z [inf]  [GPT-Screen] BNBUSDT: score=60, direction=SELL, hasOpp=true
2025-12-16T06:49:42.499821012Z [inf]  [Engine] BNBUSDT: Opportunity detected! (score: 60, direction: SELL)
2025-12-16T06:49:42.499825553Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:42.499829376Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:42.499833558Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:42.499837380Z [inf]  [CryptoPanic] Using cached news data
2025-12-16T06:49:43.347481154Z [inf]  [GPT-Screen] ETHUSDT full response: {
2025-12-16T06:49:43.347488756Z [inf]    "index": 0,
